exception_id,bill_id,account_id,customer_id,billing_cycle_id,customer_segment,county,exception_type,severity,created_date,resolved_date,resolution_status
EXC00000201,BILL00002949,ACCT000246,CUST000246,2024-09,Industrial,SAN FRANCISCO,Inactive Account,High,2024-10-03,,Open
EXC00000202,BILL00002950,ACCT000246,CUST000246,2024-10,Industrial,SAN FRANCISCO,Inactive Account,High,2024-11-03,,Open
EXC00000203,BILL00002951,ACCT000246,CUST000246,2024-11,Industrial,SAN FRANCISCO,Inactive Account,High,2024-12-03,,Open
EXC00000204,BILL00002952,ACCT000246,CUST000246,2024-12,Industrial,SAN FRANCISCO,Inactive Account,High,2025-01-03,,Open
EXC00000205,BILL00002977,ACCT000249,CUST000249,2024-01,Agriculture And Water Pumping,KERN,Inactive Account,High,2024-02-03,,In Review
EXC00000206,BILL00002978,ACCT000249,CUST000249,2024-02,Agriculture And Water Pumping,KERN,Inactive Account,High,2024-03-03,2024-03-08,Resolved
EXC00000207,BILL00002979,ACCT000249,CUST000249,2024-03,Agriculture And Water Pumping,KERN,Inactive Account,High,2024-04-03,,In Review
EXC00000208,BILL00002980,ACCT000249,CUST000249,2024-04,Agriculture And Water Pumping,KERN,Inactive Account,High,2024-05-03,2024-05-06,Resolved
EXC00000209,BILL00002981,ACCT000249,CUST000249,2024-05,Agriculture And Water Pumping,KERN,Inactive Account,High,2024-06-03,2024-06-17,Resolved
EXC00000210,BILL00002982,ACCT000249,CUST000249,2024-06,Agriculture And Water Pumping,KERN,Inactive Account,High,2024-07-03,2024-07-10,Resolved
EXC00000211,BILL00002983,ACCT000249,CUST000249,2024-07,Agriculture And Water Pumping,KERN,Inactive Account,High,2024-08-03,2024-08-12,Resolved
EXC00000212,BILL00002984,ACCT000249,CUST000249,2024-08,Agriculture And Water Pumping,KERN,Inactive Account,High,2024-09-03,2024-09-04,Resolved
EXC00000213,BILL00002985,ACCT000249,CUST000249,2024-09,Agriculture And Water Pumping,KERN,Inactive Account,High,2024-10-03,2024-10-09,Resolved
EXC00000214,BILL00002986,ACCT000249,CUST000249,2024-10,Agriculture And Water Pumping,KERN,Inactive Account,High,2024-11-03,,Open
EXC00000215,BILL00002987,ACCT000249,CUST000249,2024-11,Agriculture And Water Pumping,KERN,Inactive Account,High,2024-12-03,,In Review
EXC00000216,BILL00002988,ACCT000249,CUST000249,2024-12,Agriculture And Water Pumping,KERN,Inactive Account,High,2025-01-03,,Open
EXC00000217,BILL00003052,ACCT000255,CUST000255,2024-04,Residential,MONTEREY,Missing Meter Read,Medium,2024-05-03,2024-05-14,Resolved
EXC00000218,BILL00003132,ACCT000261,CUST000261,2024-12,Residential,SANTA CLARA,Missing Meter Read,Medium,2025-01-03,2025-01-08,Resolved
EXC00000219,BILL00003157,ACCT000264,CUST000264,2024-01,Residential,CONTRA COSTA,Inactive Account,High,2024-02-03,2024-02-17,Resolved
EXC00000220,BILL00003158,ACCT000264,CUST000264,2024-02,Residential,CONTRA COSTA,Inactive Account,High,2024-03-03,,In Review
EXC00000221,BILL00003159,ACCT000264,CUST000264,2024-03,Residential,CONTRA COSTA,Inactive Account,High,2024-04-03,2024-04-10,Resolved
EXC00000222,BILL00003160,ACCT000264,CUST000264,2024-04,Residential,CONTRA COSTA,Inactive Account,High,2024-05-03,,Open
EXC00000223,BILL00003161,ACCT000264,CUST000264,2024-05,Residential,CONTRA COSTA,Inactive Account,High,2024-06-03,2024-06-10,Resolved
EXC00000224,BILL00003162,ACCT000264,CUST000264,2024-06,Residential,CONTRA COSTA,Inactive Account,High,2024-07-03,2024-07-04,Resolved
EXC00000225,BILL00003163,ACCT000264,CUST000264,2024-07,Residential,CONTRA COSTA,Inactive Account,High,2024-08-03,,Open
EXC00000226,BILL00003164,ACCT000264,CUST000264,2024-08,Residential,CONTRA COSTA,Inactive Account,High,2024-09-03,2024-09-08,Resolved
EXC00000227,BILL00003165,ACCT000264,CUST000264,2024-09,Residential,CONTRA COSTA,Inactive Account,High,2024-10-03,2024-10-07,Resolved
EXC00000228,BILL00003166,ACCT000264,CUST000264,2024-10,Residential,CONTRA COSTA,Inactive Account,High,2024-11-03,,Open
EXC00000229,BILL00003167,ACCT000264,CUST000264,2024-11,Residential,CONTRA COSTA,Inactive Account,High,2024-12-03,,Open
EXC00000230,BILL00003168,ACCT000264,CUST000264,2024-12,Residential,CONTRA COSTA,Inactive Account,High,2025-01-03,,Open
EXC00000231,BILL00003174,ACCT000265,CUST000265,2024-06,Commercial,KINGS,Missing Meter Read,Medium,2024-07-03,,Open
EXC00000232,BILL00003218,ACCT000269,CUST000269,2024-02,Residential,BUTTE,Missing Meter Read,Medium,2024-03-03,,In Review
EXC00000233,BILL00003265,ACCT000273,CUST000273,2024-01,Commercial,ALAMEDA,Inactive Account,High,2024-02-03,2024-02-06,Resolved
EXC00000234,BILL00003266,ACCT000273,CUST000273,2024-02,Commercial,ALAMEDA,Inactive Account,High,2024-03-03,2024-03-17,Resolved
EXC00000235,BILL00003267,ACCT000273,CUST000273,2024-03,Commercial,ALAMEDA,Inactive Account,High,2024-04-03,2024-04-12,Resolved
EXC00000236,BILL00003268,ACCT000273,CUST000273,2024-04,Commercial,ALAMEDA,Inactive Account,High,2024-05-03,2024-05-11,Resolved
EXC00000237,BILL00003269,ACCT000273,CUST000273,2024-05,Commercial,ALAMEDA,Inactive Account,High,2024-06-03,2024-06-17,Resolved
EXC00000238,BILL00003270,ACCT000273,CUST000273,2024-06,Commercial,ALAMEDA,Inactive Account,High,2024-07-03,2024-07-12,Resolved
EXC00000239,BILL00003271,ACCT000273,CUST000273,2024-07,Commercial,ALAMEDA,Inactive Account,High,2024-08-03,2024-08-04,Resolved
EXC00000240,BILL00003272,ACCT000273,CUST000273,2024-08,Commercial,ALAMEDA,Inactive Account,High,2024-09-03,2024-09-14,Resolved
EXC00000241,BILL00003273,ACCT000273,CUST000273,2024-09,Commercial,ALAMEDA,Inactive Account,High,2024-10-03,,In Review
EXC00000242,BILL00003274,ACCT000273,CUST000273,2024-10,Commercial,ALAMEDA,Inactive Account,High,2024-11-03,2024-11-15,Resolved
EXC00000243,BILL00003275,ACCT000273,CUST000273,2024-11,Commercial,ALAMEDA,Inactive Account,High,2024-12-03,2024-12-08,Resolved
EXC00000244,BILL00003276,ACCT000273,CUST000273,2024-12,Commercial,ALAMEDA,Inactive Account,High,2025-01-03,,Open
EXC00000245,BILL00003366,ACCT000281,CUST000281,2024-06,Commercial,SHASTA,Invalid Meter Read,High,2024-07-03,,Open
EXC00000246,BILL00003463,ACCT000289,CUST000289,2024-07,Residential,SANTA CLARA,Missing Meter Read,Medium,2024-08-03,,Open
EXC00000247,BILL00003491,ACCT000291,CUST000291,2024-11,Residential,ALAMEDA,Invalid Meter Read,High,2024-12-03,,In Review
EXC00000248,BILL00003541,ACCT000296,CUST000296,2024-01,Residential,SANTA CLARA,Inactive Account,High,2024-02-03,2024-02-15,Resolved
EXC00000249,BILL00003542,ACCT000296,CUST000296,2024-02,Residential,SANTA CLARA,Inactive Account,High,2024-03-03,2024-03-05,Resolved
EXC00000250,BILL00003543,ACCT000296,CUST000296,2024-03,Residential,SANTA CLARA,Inactive Account,High,2024-04-03,,Open
EXC00000251,BILL00003544,ACCT000296,CUST000296,2024-04,Residential,SANTA CLARA,Inactive Account,High,2024-05-03,,Open
EXC00000252,BILL00003545,ACCT000296,CUST000296,2024-05,Residential,SANTA CLARA,Inactive Account,High,2024-06-03,2024-06-13,Resolved
EXC00000253,BILL00003546,ACCT000296,CUST000296,2024-06,Residential,SANTA CLARA,Inactive Account,High,2024-07-03,2024-07-10,Resolved
EXC00000254,BILL00003547,ACCT000296,CUST000296,2024-07,Residential,SANTA CLARA,Inactive Account,High,2024-08-03,2024-08-14,Resolved
EXC00000255,BILL00003548,ACCT000296,CUST000296,2024-08,Residential,SANTA CLARA,Inactive Account,High,2024-09-03,2024-09-16,Resolved
EXC00000256,BILL00003549,ACCT000296,CUST000296,2024-09,Residential,SANTA CLARA,Inactive Account,High,2024-10-03,,Open
EXC00000257,BILL00003550,ACCT000296,CUST000296,2024-10,Residential,SANTA CLARA,Inactive Account,High,2024-11-03,,Open
EXC00000258,BILL00003551,ACCT000296,CUST000296,2024-11,Residential,SANTA CLARA,Inactive Account,High,2024-12-03,2024-12-09,Resolved
EXC00000259,BILL00003552,ACCT000296,CUST000296,2024-12,Residential,SANTA CLARA,Inactive Account,High,2025-01-03,2025-01-07,Resolved
EXC00000260,BILL00003578,ACCT000299,CUST000299,2024-02,Residential,KERN,Invalid Meter Read,High,2024-03-03,2024-03-10,Resolved
EXC00000261,BILL00003631,ACCT000303,CUST000303,2024-07,Residential,MADERA,Invalid Meter Read,High,2024-08-03,,Open
EXC00000262,BILL00003637,ACCT000304,CUST000304,2024-01,Residential,SONOMA,Inactive Account,High,2024-02-03,2024-02-06,Resolved
EXC00000263,BILL00003638,ACCT000304,CUST000304,2024-02,Residential,SONOMA,Inactive Account,High,2024-03-03,2024-03-10,Resolved
EXC00000264,BILL00003639,ACCT000304,CUST000304,2024-03,Residential,SONOMA,Inactive Account,High,2024-04-03,,Open
EXC00000265,BILL00003640,ACCT000304,CUST000304,2024-04,Residential,SONOMA,Inactive Account,High,2024-05-03,2024-05-09,Resolved
EXC00000266,BILL00003641,ACCT000304,CUST000304,2024-05,Residential,SONOMA,Inactive Account,High,2024-06-03,,In Review
EXC00000267,BILL00003642,ACCT000304,CUST000304,2024-06,Residential,SONOMA,Inactive Account,High,2024-07-03,2024-07-04,Resolved
EXC00000268,BILL00003643,ACCT000304,CUST000304,2024-07,Residential,SONOMA,Inactive Account,High,2024-08-03,2024-08-08,Resolved
EXC00000269,BILL00003644,ACCT000304,CUST000304,2024-08,Residential,SONOMA,Inactive Account,High,2024-09-03,,In Review
EXC00000270,BILL00003645,ACCT000304,CUST000304,2024-09,Residential,SONOMA,Inactive Account,High,2024-10-03,2024-10-11,Resolved
EXC00000271,BILL00003646,ACCT000304,CUST000304,2024-10,Residential,SONOMA,Inactive Account,High,2024-11-03,2024-11-11,Resolved
EXC00000272,BILL00003647,ACCT000304,CUST000304,2024-11,Residential,SONOMA,Inactive Account,High,2024-12-03,,Open
EXC00000273,BILL00003648,ACCT000304,CUST000304,2024-12,Residential,SONOMA,Inactive Account,High,2025-01-03,,Open
EXC00000274,BILL00003721,ACCT000311,CUST000311,2024-01,Residential,SAN MATEO,Inactive Account,High,2024-02-03,2024-02-09,Resolved
EXC00000275,BILL00003722,ACCT000311,CUST000311,2024-02,Residential,SAN MATEO,Inactive Account,High,2024-03-03,,In Review
EXC00000276,BILL00003723,ACCT000311,CUST000311,2024-03,Residential,SAN MATEO,Inactive Account,High,2024-04-03,2024-04-08,Resolved
EXC00000277,BILL00003724,ACCT000311,CUST000311,2024-04,Residential,SAN MATEO,Inactive Account,High,2024-05-03,2024-05-07,Resolved
EXC00000278,BILL00003725,ACCT000311,CUST000311,2024-05,Residential,SAN MATEO,Inactive Account,High,2024-06-03,2024-06-10,Resolved
EXC00000279,BILL00003726,ACCT000311,CUST000311,2024-06,Residential,SAN MATEO,Inactive Account,High,2024-07-03,2024-07-05,Resolved
EXC00000280,BILL00003727,ACCT000311,CUST000311,2024-07,Residential,SAN MATEO,Inactive Account,High,2024-08-03,2024-08-16,Resolved
EXC00000281,BILL00003728,ACCT000311,CUST000311,2024-08,Residential,SAN MATEO,Inactive Account,High,2024-09-03,2024-09-04,Resolved
EXC00000282,BILL00003729,ACCT000311,CUST000311,2024-09,Residential,SAN MATEO,Inactive Account,High,2024-10-03,2024-10-09,Resolved
EXC00000283,BILL00003730,ACCT000311,CUST000311,2024-10,Residential,SAN MATEO,Inactive Account,High,2024-11-03,2024-11-14,Resolved
EXC00000284,BILL00003731,ACCT000311,CUST000311,2024-11,Residential,SAN MATEO,Inactive Account,High,2024-12-03,2024-12-06,Resolved
EXC00000285,BILL00003732,ACCT000311,CUST000311,2024-12,Residential,SAN MATEO,Inactive Account,High,2025-01-03,,In Review
EXC00000286,BILL00003745,ACCT000313,CUST000313,2024-01,Residential,YOLO,Inactive Account,High,2024-02-03,2024-02-14,Resolved
EXC00000287,BILL00003746,ACCT000313,CUST000313,2024-02,Residential,YOLO,Inactive Account,High,2024-03-03,,Open
EXC00000288,BILL00003747,ACCT000313,CUST000313,2024-03,Residential,YOLO,Inactive Account,High,2024-04-03,2024-04-06,Resolved
EXC00000289,BILL00003748,ACCT000313,CUST000313,2024-04,Residential,YOLO,Inactive Account,High,2024-05-03,2024-05-08,Resolved
EXC00000290,BILL00003749,ACCT000313,CUST000313,2024-05,Residential,YOLO,Inactive Account,High,2024-06-03,,Open
EXC00000291,BILL00003750,ACCT000313,CUST000313,2024-06,Residential,YOLO,Inactive Account,High,2024-07-03,2024-07-17,Resolved
EXC00000292,BILL00003751,ACCT000313,CUST000313,2024-07,Residential,YOLO,Inactive Account,High,2024-08-03,2024-08-05,Resolved
EXC00000293,BILL00003752,ACCT000313,CUST000313,2024-08,Residential,YOLO,Inactive Account,High,2024-09-03,,Open
EXC00000294,BILL00003753,ACCT000313,CUST000313,2024-09,Residential,YOLO,Inactive Account,High,2024-10-03,2024-10-09,Resolved
EXC00000295,BILL00003754,ACCT000313,CUST000313,2024-10,Residential,YOLO,Inactive Account,High,2024-11-03,2024-11-05,Resolved
EXC00000296,BILL00003755,ACCT000313,CUST000313,2024-11,Residential,YOLO,Inactive Account,High,2024-12-03,2024-12-14,Resolved
EXC00000297,BILL00003756,ACCT000313,CUST000313,2024-12,Residential,YOLO,Inactive Account,High,2025-01-03,,Open
EXC00000298,BILL00003760,ACCT000314,CUST000314,2024-04,Agriculture And Water Pumping,KINGS,Missing Meter Read,Medium,2024-05-03,,In Review
EXC00000299,BILL00003781,ACCT000316,CUST000316,2024-01,Residential,KERN,Missing Meter Read,Medium,2024-02-03,,Open
EXC00000300,BILL00003865,ACCT000323,CUST000323,2024-01,Residential,KERN,Inactive Account,High,2024-02-03,2024-02-08,Resolved
EXC00000301,BILL00003866,ACCT000323,CUST000323,2024-02,Residential,KERN,Inactive Account,High,2024-03-03,,In Review
EXC00000302,BILL00003867,ACCT000323,CUST000323,2024-03,Residential,KERN,Inactive Account,High,2024-04-03,,Open
EXC00000303,BILL00003868,ACCT000323,CUST000323,2024-04,Residential,KERN,Inactive Account,High,2024-05-03,2024-05-12,Resolved
EXC00000304,BILL00003869,ACCT000323,CUST000323,2024-05,Residential,KERN,Inactive Account,High,2024-06-03,,Open
EXC00000305,BILL00003870,ACCT000323,CUST000323,2024-06,Residential,KERN,Inactive Account,High,2024-07-03,,In Review
EXC00000306,BILL00003871,ACCT000323,CUST000323,2024-07,Residential,KERN,Inactive Account,High,2024-08-03,,Open
EXC00000307,BILL00003872,ACCT000323,CUST000323,2024-08,Residential,KERN,Inactive Account,High,2024-09-03,,In Review
EXC00000308,BILL00003873,ACCT000323,CUST000323,2024-09,Residential,KERN,Inactive Account,High,2024-10-03,,Open
EXC00000309,BILL00003874,ACCT000323,CUST000323,2024-10,Residential,KERN,Inactive Account,High,2024-11-03,,Open
EXC00000310,BILL00003875,ACCT000323,CUST000323,2024-11,Residential,KERN,Inactive Account,High,2024-12-03,,Open
EXC00000311,BILL00003876,ACCT000323,CUST000323,2024-12,Residential,KERN,Inactive Account,High,2025-01-03,,In Review
EXC00000312,BILL00003889,ACCT000325,CUST000325,2024-01,Agriculture And Water Pumping,CONTRA COSTA,Missing Meter Read,Medium,2024-02-03,,Open
EXC00000313,BILL00003898,ACCT000325,CUST000325,2024-10,Agriculture And Water Pumping,CONTRA COSTA,Missing Meter Read,Medium,2024-11-03,,In Review
EXC00000314,BILL00003939,ACCT000329,CUST000329,2024-03,Residential,KERN,Missing Meter Read,Medium,2024-04-03,,In Review
EXC00000315,BILL00003953,ACCT000330,CUST000330,2024-05,Residential,KERN,Invalid Meter Read,High,2024-06-03,2024-06-13,Resolved
EXC00000316,BILL00004002,ACCT000334,CUST000334,2024-06,Residential,ALAMEDA,Missing Meter Read,Medium,2024-07-03,,Open
EXC00000317,BILL00004023,ACCT000336,CUST000336,2024-03,Residential,PLUMAS,Missing Meter Read,Medium,2024-04-03,2024-04-05,Resolved
EXC00000318,BILL00004042,ACCT000337,CUST000337,2024-10,Commercial,SAN MATEO,Missing Meter Read,Medium,2024-11-03,2024-11-07,Resolved
EXC00000319,BILL00004055,ACCT000338,CUST000338,2024-11,Residential,SAN FRANCISCO,Missing Meter Read,Medium,2024-12-03,2024-12-10,Resolved
EXC00000320,BILL00004074,ACCT000340,CUST000340,2024-06,Residential,CONTRA COSTA,Missing Meter Read,Medium,2024-07-03,2024-07-17,Resolved
EXC00000321,BILL00004092,ACCT000341,CUST000341,2024-12,Residential,SAN JOAQUIN,Invalid Meter Read,High,2025-01-03,2025-01-05,Resolved
EXC00000322,BILL00004094,ACCT000342,CUST000342,2024-02,Residential,NAPA,Missing Meter Read,Medium,2024-03-03,,In Review
EXC00000323,BILL00004115,ACCT000343,CUST000343,2024-11,Residential,SANTA CLARA,Missing Meter Read,Medium,2024-12-03,2024-12-04,Resolved
EXC00000324,BILL00004125,ACCT000344,CUST000344,2024-09,Residential,SANTA CLARA,Missing Meter Read,Medium,2024-10-03,2024-10-09,Resolved
EXC00000325,BILL00004155,ACCT000347,CUST000347,2024-03,Residential,CONTRA COSTA,Missing Meter Read,Medium,2024-04-03,,In Review
EXC00000326,BILL00004202,ACCT000351,CUST000351,2024-02,Residential,SOLANO,Invalid Meter Read,High,2024-03-03,2024-03-11,Resolved
EXC00000327,BILL00004204,ACCT000351,CUST000351,2024-04,Residential,SOLANO,Invalid Meter Read,High,2024-05-03,2024-05-14,Resolved
EXC00000328,BILL00004250,ACCT000355,CUST000355,2024-02,Residential,PLACER,Missing Meter Read,Medium,2024-03-03,2024-03-10,Resolved
EXC00000329,BILL00004258,ACCT000355,CUST000355,2024-10,Residential,PLACER,Missing Meter Read,Medium,2024-11-03,2024-11-12,Resolved
EXC00000330,BILL00004263,ACCT000356,CUST000356,2024-03,Residential,KERN,Invalid Meter Read,High,2024-04-03,2024-04-08,Resolved
EXC00000331,BILL00004264,ACCT000356,CUST000356,2024-04,Residential,KERN,Invalid Meter Read,High,2024-05-03,2024-05-14,Resolved
EXC00000332,BILL00004325,ACCT000361,CUST000361,2024-05,Residential,SAN LUIS OBISPO,Missing Meter Read,Medium,2024-06-03,2024-06-11,Resolved
EXC00000333,BILL00004345,ACCT000363,CUST000363,2024-01,Residential,SAN FRANCISCO,Inactive Account,High,2024-02-03,2024-02-15,Resolved
EXC00000334,BILL00004346,ACCT000363,CUST000363,2024-02,Residential,SAN FRANCISCO,Inactive Account,High,2024-03-03,2024-03-07,Resolved
EXC00000335,BILL00004347,ACCT000363,CUST000363,2024-03,Residential,SAN FRANCISCO,Inactive Account,High,2024-04-03,2024-04-04,Resolved
EXC00000336,BILL00004348,ACCT000363,CUST000363,2024-04,Residential,SAN FRANCISCO,Inactive Account,High,2024-05-03,,Open
EXC00000337,BILL00004349,ACCT000363,CUST000363,2024-05,Residential,SAN FRANCISCO,Inactive Account,High,2024-06-03,2024-06-17,Resolved
EXC00000338,BILL00004350,ACCT000363,CUST000363,2024-06,Residential,SAN FRANCISCO,Inactive Account,High,2024-07-03,2024-07-12,Resolved
EXC00000339,BILL00004351,ACCT000363,CUST000363,2024-07,Residential,SAN FRANCISCO,Inactive Account,High,2024-08-03,,In Review
EXC00000340,BILL00004352,ACCT000363,CUST000363,2024-08,Residential,SAN FRANCISCO,Inactive Account,High,2024-09-03,,Open
EXC00000341,BILL00004353,ACCT000363,CUST000363,2024-09,Residential,SAN FRANCISCO,Inactive Account,High,2024-10-03,,In Review
EXC00000342,BILL00004354,ACCT000363,CUST000363,2024-10,Residential,SAN FRANCISCO,Inactive Account,High,2024-11-03,2024-11-15,Resolved
EXC00000343,BILL00004355,ACCT000363,CUST000363,2024-11,Residential,SAN FRANCISCO,Inactive Account,High,2024-12-03,2024-12-16,Resolved
EXC00000344,BILL00004356,ACCT000363,CUST000363,2024-12,Residential,SAN FRANCISCO,Inactive Account,High,2025-01-03,2025-01-16,Resolved
EXC00000345,BILL00004391,ACCT000366,CUST000366,2024-11,Residential,SHASTA,Missing Meter Read,Medium,2024-12-03,,Open
EXC00000346,BILL00004431,ACCT000370,CUST000370,2024-03,Residential,SANTA CLARA,Invalid Meter Read,High,2024-04-03,2024-04-17,Resolved
EXC00000347,BILL00004442,ACCT000371,CUST000371,2024-02,Residential,KERN,Invalid Meter Read,High,2024-03-03,2024-03-07,Resolved
EXC00000348,BILL00004465,ACCT000373,CUST000373,2024-01,Residential,KERN,Missing Meter Read,Medium,2024-02-03,,Open
EXC00000349,BILL00004489,ACCT000375,CUST000375,2024-01,Residential,KERN,Inactive Account,High,2024-02-03,2024-02-06,Resolved
EXC00000350,BILL00004490,ACCT000375,CUST000375,2024-02,Residential,KERN,Inactive Account,High,2024-03-03,2024-03-04,Resolved
EXC00000351,BILL00004491,ACCT000375,CUST000375,2024-03,Residential,KERN,Inactive Account,High,2024-04-03,,Open
EXC00000352,BILL00004492,ACCT000375,CUST000375,2024-04,Residential,KERN,Inactive Account,High,2024-05-03,,In Review
EXC00000353,BILL00004493,ACCT000375,CUST000375,2024-05,Residential,KERN,Inactive Account,High,2024-06-03,2024-06-15,Resolved
EXC00000354,BILL00004494,ACCT000375,CUST000375,2024-06,Residential,KERN,Inactive Account,High,2024-07-03,,Open
EXC00000355,BILL00004495,ACCT000375,CUST000375,2024-07,Residential,KERN,Inactive Account,High,2024-08-03,2024-08-06,Resolved
EXC00000356,BILL00004496,ACCT000375,CUST000375,2024-08,Residential,KERN,Inactive Account,High,2024-09-03,,In Review
EXC00000357,BILL00004497,ACCT000375,CUST000375,2024-09,Residential,KERN,Inactive Account,High,2024-10-03,2024-10-16,Resolved
EXC00000358,BILL00004498,ACCT000375,CUST000375,2024-10,Residential,KERN,Inactive Account,High,2024-11-03,,Open
EXC00000359,BILL00004499,ACCT000375,CUST000375,2024-11,Residential,KERN,Inactive Account,High,2024-12-03,,In Review
